customerid,systemloanid,loannumber,loanamount,totaldue,termdays,closeddate,referredby,Convert_creationdate,Convert_approved_date,Convert_firstduedate,Convert_firstrepaiddate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age
8a858f60560bc43d01561c8fb7ea6af5,301799364,4,20000,23800,30,12:14.0,No_referee,1/23/2017 11:07,1/23/2017 12:07,2/22/2017 0:00,2/21/2017 17:57,Other,7.3729865,5.1172153,First Bank,Permanent,Graduate,41
8a858f60560bc43d01561c8fb7ea6af5,301842109,6,20000,23800,30,43:06.0,No_referee,3/20/2017 8:34,3/20/2017 9:34,4/19/2017 0:00,4/18/2017 9:27,Other,7.3729865,5.1172153,First Bank,Permanent,Graduate,41
8a858f60560bc43d01561c8fb7ea6af5,301776577,3,10000,13000,30,43:34.0,No_referee,12/19/2016 15:12,12/19/2016 16:12,1/18/2017 0:00,1/18/2017 0:17,Other,7.3729865,5.1172153,First Bank,Permanent,Graduate,41
8a858f735b437619015b439524ec306f,301858096,1,10000,13000,30,57:05.0,No_referee,4/6/2017 14:55,4/6/2017 15:56,5/8/2017 0:00,5/4/2017 7:41,Savings,3.3640647,6.5513883,First Bank,Permanent,Unknow,37
8a858f735b437619015b439524ec306f,301925570,3,10000,13000,30,24:32.0,No_referee,6/2/2017 21:33,6/2/2017 22:33,7/3/2017 0:00,7/1/2017 1:14,Savings,3.3640647,6.5513883,First Bank,Permanent,Unknow,37
8a858f735b437619015b439524ec306f,301889169,2,10000,13000,30,21:00.0,No_referee,5/4/2017 8:21,5/4/2017 9:21,6/5/2017 0:00,6/2/2017 22:10,Savings,3.3640647,6.5513883,First Bank,Permanent,Unknow,37
8a858fb4563228d201563d09846204bd,301904673,1,10000,13000,30,27:48.0,No_referee,5/13/2017 9:12,5/13/2017 10:12,6/12/2017 0:00,5/26/2017 10:17,Other,3.3073069,6.6481764,GT Bank,Permanent,Unknow,38
8a858fb4563228d201563d09846204bd,301938134,2,10000,13000,30,34:52.0,No_referee,6/14/2017 7:57,6/14/2017 8:57,7/14/2017 0:00,6/29/2017 9:24,Other,3.3073069,6.6481764,GT Bank,Permanent,Unknow,38
8a858e8d56b784480156c5f1019357de,301767211,2,10000,11500,15,39:01.0,No_referee,11/30/2016 13:33,11/30/2016 14:33,12/15/2016 0:00,12/15/2016 0:18,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301891070,7,30000,34500,30,14:48.0,No_referee,5/5/2017 11:37,5/5/2017 12:37,6/5/2017 0:00,6/5/2017 17:04,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301759478,1,10000,11500,15,11:24.0,No_referee,11/15/2016 9:58,11/15/2016 10:58,11/30/2016 0:00,11/30/2016 9:56,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301778858,3,10000,13000,30,49:04.0,No_referee,12/22/2016 9:08,12/22/2016 10:08,1/23/2017 0:00,1/23/2017 1:33,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301927957,8,30000,34500,30,28:35.0,No_referee,6/5/2017 16:18,6/5/2017 17:18,7/5/2017 0:00,6/28/2017 15:18,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301806106,4,10000,13000,30,39:53.0,No_referee,1/30/2017 10:32,1/30/2017 11:32,3/1/2017 0:00,2/28/2017 12:24,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301841102,5,20000,23800,30,50:41.0,No_referee,3/18/2017 12:14,3/18/2017 13:14,4/17/2017 0:00,4/11/2017 14:35,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301954923,9,30000,34500,30,02:00.0,No_referee,6/28/2017 14:29,6/28/2017 15:30,7/28/2017 0:00,7/22/2017 13:51,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858e8d56b784480156c5f1019357de,301864553,6,20000,23800,30,47:12.0,No_referee,4/11/2017 13:51,4/11/2017 14:51,5/11/2017 0:00,5/5/2017 11:32,Other,4.75476,7.6056323,GT Bank,Permanent,Unknow,31
8a858ebd5b254c8b015b2f8ebbc96477,301922000,4,20000,24500,30,16:36.0,No_referee,5/30/2017 14:02,5/30/2017 15:02,6/29/2017 0:00,6/27/2017 12:06,Savings,3.5226494,6.4561551,Access Bank,Unknown,Unknow,36
8a858ebd5b254c8b015b2f8ebbc96477,301853117,1,10000,11500,15,36:56.0,No_referee,4/3/2017 13:44,4/3/2017 14:45,4/18/2017 0:00,4/11/2017 10:21,Savings,3.5226494,6.4561551,Access Bank,Unknown,Unknow,36
8a858ebd5b254c8b015b2f8ebbc96477,301953365,5,20000,24500,30,44:54.0,No_referee,6/27/2017 11:20,6/27/2017 12:20,7/27/2017 0:00,7/27/2017 10:34,Savings,3.5226494,6.4561551,Access Bank,Unknown,Unknow,36
8a858ebd5b254c8b015b2f8ebbc96477,301866038,2,10000,13000,30,04:59.0,No_referee,4/12/2017 14:35,4/12/2017 15:35,5/12/2017 0:00,5/13/2017 15:49,Savings,3.5226494,6.4561551,Access Bank,Unknown,Unknow,36
8a858ebd5b254c8b015b2f8ebbc96477,301905371,3,10000,11500,15,22:58.0,No_referee,5/13/2017 17:19,5/13/2017 18:19,5/30/2017 0:00,5/29/2017 14:12,Savings,3.5226494,6.4561551,Access Bank,Unknown,Unknow,36
8a858f2c58dc6e680158dd8af7761f24,301790758,2,10000,13000,30,45:21.0,No_referee,1/10/2017 11:43,1/10/2017 12:43,2/9/2017 0:00,2/9/2017 0:23,Savings,3.2849384,6.4688935,GT Bank,Permanent,Unknow,36
8a858f2c58dc6e680158dd8af7761f24,301770862,1,10000,13000,30,10:10.0,No_referee,12/8/2016 8:48,12/8/2016 9:48,1/9/2017 0:00,1/9/2017 0:32,Savings,3.2849384,6.4688935,GT Bank,Permanent,Unknow,36
8a858f2c58dc6e680158dd8af7761f24,301814222,3,10000,13000,30,36:31.0,No_referee,2/10/2017 11:21,2/10/2017 12:21,3/13/2017 0:00,3/13/2017 1:21,Savings,3.2849384,6.4688935,GT Bank,Permanent,Unknow,36
8a858f2c58dc6e680158dd8af7761f24,301922255,5,10000,11500,15,16:46.0,No_referee,5/30/2017 17:56,5/30/2017 18:57,6/14/2017 0:00,6/14/2017 7:06,Savings,3.2849384,6.4688935,GT Bank,Permanent,Unknow,36
8a858f2c58dc6e680158dd8af7761f24,301942432,6,10000,11500,15,45:52.0,No_referee,6/17/2017 23:47,6/18/2017 0:48,7/3/2017 0:00,7/7/2017 10:35,Savings,3.2849384,6.4688935,GT Bank,Permanent,Unknow,36
8a858f2c58dc6e680158dd8af7761f24,301839686,4,15000,18350,30,25:42.0,No_referee,3/16/2017 15:19,3/16/2017 16:20,4/17/2017 0:00,4/28/2017 20:10,Savings,3.2849384,6.4688935,GT Bank,Permanent,Unknow,36
8a858fc45c5f93be015c63842ca27543,301928217,1,10000,13000,30,26:56.0,No_referee,6/5/2017 21:08,6/5/2017 22:08,7/5/2017 0:00,7/4/2017 12:16,Savings,7.5963434,9.0260529,GT Bank,Permanent,Unknow,30
8a858fab5cd5e1a7015cd9c3b9ae0f29,301961315,1,10000,13000,30,21:24.0,No_referee,7/3/2017 15:02,7/3/2017 16:03,8/2/2017 0:00,7/28/2017 21:11,Savings,7.4351465,8.990004,Zenith Bank,Unknown,Unknow,38
8a858e345bd96da8015bdaa8f56d42c1,301893074,1,10000,11500,15,56:00.0,8a858e1c5bab1191015bac254ab14ebb,5/6/2017 19:16,5/6/2017 20:16,5/22/2017 0:00,5/20/2017 7:40,Savings,3.2369265,6.6874106,GT Bank,Permanent,Unknow,27
8a858f255cb1710a015cc3e7f142101c,301976773,1,10000,11500,15,00:00.0,No_referee,7/13/2017 21:54,7/13/2017 22:55,7/31/2017 0:00,7/27/2017 23:49,Savings,7.5117872,5.5244772,Fidelity Bank,Unknown,Unknow,30
8a858fde56eb02280156eb6dafc128ac,301835093,10,40000,44800,30,48:10.0,No_referee,3/9/2017 21:20,3/9/2017 22:21,4/10/2017 0:00,4/10/2017 7:33,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301910151,12,40000,44000,30,08:33.0,No_referee,5/16/2017 17:17,5/16/2017 18:17,6/15/2017 0:00,6/15/2017 15:58,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301759940,7,30000,34400,30,38:27.0,No_referee,11/16/2016 7:46,11/16/2016 8:46,12/16/2016 0:00,12/16/2016 10:23,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301754777,6,30000,32250,15,44:19.0,No_referee,11/5/2016 7:43,11/5/2016 8:43,11/21/2016 0:00,11/16/2016 8:29,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301952539,13,40000,44000,30,24:12.0,No_referee,6/26/2017 16:07,6/26/2017 17:08,7/26/2017 0:00,7/26/2017 14:14,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301704200,1,10000,11500,15,12:39.0,No_referee,9/3/2016 12:47,9/3/2016 13:47,9/19/2016 0:00,9/15/2016 9:57,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301741263,4,20000,22250,15,56:14.0,No_referee,10/10/2016 18:16,10/10/2016 19:16,10/25/2016 0:00,10/21/2016 9:41,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301717051,2,10000,11500,15,15:25.0,No_referee,9/16/2016 3:48,9/16/2016 4:48,10/3/2016 0:00,9/27/2016 17:00,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301729998,3,20000,22250,15,30:24.0,No_referee,9/27/2016 16:41,9/27/2016 17:41,10/12/2016 0:00,10/10/2016 13:15,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301789834,8,30000,34400,30,03:40.0,No_referee,1/9/2017 8:27,1/9/2017 9:28,2/10/2017 0:00,2/8/2017 4:48,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301812340,9,30000,34400,30,08:52.0,No_referee,2/8/2017 4:06,2/8/2017 5:06,3/10/2017 0:00,3/9/2017 20:53,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301747788,5,30000,32250,15,23:12.0,No_referee,10/21/2016 11:49,10/21/2016 12:49,11/7/2016 0:00,11/5/2016 8:08,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858fde56eb02280156eb6dafc128ac,301862169,11,40000,44800,30,58:49.0,No_referee,4/10/2017 10:16,4/10/2017 11:16,5/10/2017 0:00,5/10/2017 10:43,Savings,6.3546237,4.9490313,First Bank,Self-Employed,Unknow,37
8a858eb95b3ed48c015b3f2be5056fcd,301928109,3,10000,13000,30,54:07.0,No_referee,6/5/2017 18:47,6/5/2017 19:48,7/5/2017 0:00,6/19/2017 12:43,Savings,7.4261366,10.5365975,UBA,Unknown,Unknow,41
8a858eb95b3ed48c015b3f2be5056fcd,301856872,1,10000,13000,30,46:18.0,No_referee,4/5/2017 17:42,4/5/2017 18:42,5/5/2017 0:00,5/5/2017 17:31,Savings,7.4261366,10.5365975,UBA,Unknown,Unknow,41
8a858eb95b3ed48c015b3f2be5056fcd,301945292,4,10000,12250,30,48:04.0,No_referee,6/20/2017 16:28,6/20/2017 17:28,7/20/2017 0:00,7/24/2017 18:37,Savings,7.4261366,10.5365975,UBA,Unknown,Unknow,41
8a858eb95b3ed48c015b3f2be5056fcd,301891678,2,10000,13000,30,36:44.0,No_referee,5/5/2017 18:19,5/5/2017 19:19,6/5/2017 0:00,6/5/2017 15:26,Savings,7.4261366,10.5365975,UBA,Unknown,Unknow,41
8a858899538ddb8e01539042374a1e26,301772251,8,30000,34400,30,28:06.0,No_referee,12/11/2016 16:00,12/11/2016 17:00,1/10/2017 0:00,1/14/2017 8:12,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301611974,1,10000,11500,15,04:07.0,No_referee,4/18/2016 7:36,4/18/2016 8:36,5/3/2016 0:00,5/10/2016 15:01,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301932610,15,30000,33000,30,38:31.0,No_referee,6/9/2017 11:14,6/9/2017 12:14,7/10/2017 0:00,7/17/2017 19:28,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301808255,10,20000,21800,15,51:41.0,No_referee,2/2/2017 6:19,2/2/2017 7:19,2/17/2017 0:00,2/19/2017 23:36,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301795815,9,10000,11450,15,17:23.0,No_referee,1/18/2017 8:40,1/18/2017 9:40,2/2/2017 0:00,2/2/2017 7:02,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301843939,12,30000,34400,30,56:53.0,No_referee,3/22/2017 9:24,3/22/2017 10:24,4/21/2017 0:00,4/21/2017 0:21,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301619764,2,7000,8050,15,03:39.0,No_referee,5/12/2016 10:10,5/12/2016 11:10,5/27/2016 0:00,6/7/2016 14:15,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301915967,14,20000,21000,15,37:39.0,No_referee,5/23/2017 4:59,5/23/2017 6:00,6/7/2017 0:00,6/9/2017 10:27,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301629715,3,5000,5750,15,18:17.0,No_referee,6/8/2016 7:53,6/8/2016 8:53,6/23/2016 0:00,7/1/2016 15:03,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301822007,11,30000,34400,30,50:32.0,No_referee,2/19/2017 22:53,2/19/2017 23:53,3/21/2017 0:00,3/20/2017 21:35,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301736605,5,20000,22250,15,19:33.0,No_referee,10/4/2016 18:56,10/4/2016 19:56,10/20/2016 0:00,10/28/2016 16:04,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301875201,13,20000,23600,30,53:45.0,No_referee,4/21/2017 0:10,4/21/2017 1:10,5/22/2017 0:00,5/22/2017 20:38,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301763819,7,20000,21900,15,53:18.0,No_referee,11/24/2016 5:23,11/24/2016 6:24,12/9/2016 0:00,12/9/2016 7:38,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301675715,4,10000,11125,15,12:03.0,No_referee,8/10/2016 10:09,8/10/2016 11:09,8/25/2016 0:00,9/8/2016 15:57,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858899538ddb8e01539042374a1e26,301755427,6,10000,11125,15,02:23.0,No_referee,11/7/2016 8:17,11/7/2016 9:17,11/22/2016 0:00,11/22/2016 14:47,Other,4.5944263,8.4871613,FCMB,Student,Post-Graduate,27
8a858ee0564adc5001565b13d2465aea,301910245,2,10000,13000,30,13:32.0,No_referee,5/16/2017 18:13,5/16/2017 19:14,6/15/2017 0:00,6/15/2017 21:03,Savings,3.5086783,6.6486167,Union Bank,Permanent,Unknow,25
8a858ee0564adc5001565b13d2465aea,301671202,1,10000,13000,30,51:08.0,No_referee,8/5/2016 14:22,8/5/2016 15:22,9/5/2016 0:00,8/30/2016 12:35,Savings,3.5086783,6.6486167,Union Bank,Permanent,Unknow,25
8a858f465668e3d601567dc3f5970090,301908147,7,10000,11125,15,59:11.0,No_referee,5/15/2017 16:14,5/15/2017 17:14,5/30/2017 0:00,5/15/2017 17:44,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f465668e3d601567dc3f5970090,301803515,2,10000,13000,30,21:41.0,No_referee,1/26/2017 23:36,1/27/2017 0:36,2/27/2017 0:00,2/26/2017 23:06,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f465668e3d601567dc3f5970090,301827044,3,10000,13000,30,47:48.0,No_referee,2/27/2017 5:36,2/27/2017 6:36,3/29/2017 0:00,3/29/2017 11:32,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f465668e3d601567dc3f5970090,301908265,8,30000,39000,60,39:02.0,No_referee,5/15/2017 17:08,5/15/2017 18:08,6/14/2017 0:00,6/20/2017 20:21,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f465668e3d601567dc3f5970090,301883703,6,20000,21900,15,00:11.0,No_referee,4/28/2017 16:09,4/28/2017 17:09,5/15/2017 0:00,5/15/2017 16:45,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f465668e3d601567dc3f5970090,301849266,5,20000,23800,30,55:57.0,No_referee,3/29/2017 12:16,3/29/2017 13:16,4/28/2017 0:00,4/28/2017 16:40,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f465668e3d601567dc3f5970090,301849174,4,10000,13000,30,14:18.0,No_referee,3/29/2017 10:49,3/29/2017 11:49,4/28/2017 0:00,3/29/2017 12:59,Other,3.3264576,6.6708664,GT Bank,Permanent,Unknow,32
8a858f5e5566567d015577a80b01201e,301861401,6,30000,36800,60,09:47.0,No_referee,4/9/2017 15:09,4/9/2017 16:09,5/9/2017 0:00,5/16/2017 12:54,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301942091,8,30000,34500,30,12:41.0,No_referee,6/17/2017 14:54,6/17/2017 15:55,7/17/2017 0:00,7/17/2017 22:02,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301667578,3,10000,11500,15,34:54.0,No_referee,8/2/2016 14:23,8/2/2016 15:23,8/17/2016 0:00,8/10/2016 13:19,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301910860,7,30000,34500,30,42:24.0,No_referee,5/17/2017 8:02,5/17/2017 9:02,6/16/2017 0:00,6/17/2017 15:32,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301657262,2,10000,11500,15,45:26.0,No_referee,7/21/2016 10:36,7/21/2016 11:36,8/5/2016 0:00,8/1/2016 21:30,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301676105,4,20000,24500,30,12:21.0,No_referee,8/10/2016 15:05,8/10/2016 16:06,9/9/2016 0:00,9/6/2016 13:57,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301636648,1,10000,11500,15,00:25.0,No_referee,6/22/2016 13:53,6/22/2016 14:53,7/11/2016 0:00,7/8/2016 15:45,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a858f5e5566567d015577a80b01201e,301821295,5,30000,36800,60,09:34.0,No_referee,2/18/2017 19:31,2/18/2017 20:32,3/21/2017 0:00,3/22/2017 19:43,Savings,3.9803391,7.4336638,Access Bank,Permanent,Unknow,24
8a8588c2546bf759015471842d602473,301616194,1,5000,6500,30,02:07.0,No_referee,5/2/2016 13:10,5/2/2016 14:10,6/1/2016 0:00,6/5/2016 10:43,Savings,3.1941288,6.4901322,Access Bank,Permanent,Unknow,28
8a8588c2546bf759015471842d602473,301628572,2,10000,13000,30,08:12.0,No_referee,6/6/2016 8:04,6/6/2016 9:04,7/6/2016 0:00,7/25/2016 10:17,Savings,3.1941288,6.4901322,Access Bank,Permanent,Unknow,28
8a8588c2546bf759015471842d602473,301938070,3,10000,12250,30,59:51.0,No_referee,6/14/2017 7:01,6/14/2017 8:02,7/14/2017 0:00,7/11/2017 16:49,Savings,3.1941288,6.4901322,Access Bank,Permanent,Unknow,28
8a858f88578ad68901578bd0502a216a,301792631,6,30000,34400,30,36:22.0,No_referee,1/13/2017 9:09,1/13/2017 10:10,2/13/2017 0:00,2/13/2017 11:21,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301753175,2,10000,13000,30,43:12.0,No_referee,11/1/2016 18:55,11/1/2016 19:56,12/1/2016 0:00,11/10/2016 10:28,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301773563,5,30000,34400,30,02:20.0,No_referee,12/14/2016 10:30,12/14/2016 11:30,1/13/2017 0:00,1/13/2017 9:47,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301757120,3,20000,24500,30,55:51.0,No_referee,11/10/2016 9:52,11/10/2016 10:52,12/13/2016 0:00,12/8/2016 11:40,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301735333,1,10000,13000,30,16:56.0,No_referee,10/3/2016 18:32,10/3/2016 19:32,11/2/2016 0:00,11/1/2016 11:01,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301816828,8,40000,44800,30,35:25.0,No_referee,2/14/2017 10:55,2/14/2017 11:55,3/16/2017 0:00,3/27/2017 19:20,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301816680,7,30000,34400,30,16:51.0,No_referee,2/14/2017 8:02,2/14/2017 9:02,3/16/2017 0:00,2/14/2017 11:01,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858f88578ad68901578bd0502a216a,301770952,4,20000,21900,15,29:34.0,No_referee,12/8/2016 11:11,12/8/2016 12:11,12/23/2016 0:00,12/14/2016 11:14,Other,8.4077658,8.9146505,Diamond Bank,Self-Employed,Graduate,32
8a858e0256b781d80156c19fddb831ee,301766024,1,10000,11500,15,10:04.0,No_referee,11/28/2016 17:30,11/28/2016 18:30,12/14/2016 0:00,12/14/2016 19:54,Other,3.4193059,6.4618269,GT Bank,Permanent,Unknow,31
8a858e0256b781d80156c19fddb831ee,301791304,3,10000,11500,15,32:30.0,No_referee,1/11/2017 8:57,1/11/2017 9:57,1/26/2017 0:00,1/25/2017 9:17,Other,3.4193059,6.4618269,GT Bank,Permanent,Unknow,31
8a858e0256b781d80156c19fddb831ee,301922465,7,30000,34500,30,32:06.0,No_referee,5/30/2017 23:28,5/31/2017 0:29,6/30/2017 0:00,6/28/2017 19:21,Other,3.4193059,6.4618269,GT Bank,Permanent,Unknow,31
8a858e0256b781d80156c19fddb831ee,301801535,5,20000,23800,30,13:09.0,No_referee,1/25/2017 10:50,1/25/2017 11:50,2/24/2017 0:00,2/22/2017 15:58,Other,3.4193059,6.4618269,GT Bank,Permanent,Unknow,31
8a858e0256b781d80156c19fddb831ee,301774012,2,10000,13000,30,10:06.0,No_referee,12/14/2016 19:14,12/14/2016 20:15,1/13/2017 0:00,1/10/2017 17:54,Other,3.4193059,6.4618269,GT Bank,Permanent,Unknow,31
8a858e0256b781d80156c19fddb831ee,301801397,4,10000,11500,15,47:56.0,No_referee,1/25/2017 8:34,1/25/2017 9:34,2/9/2017 0:00,1/25/2017 11:32,Other,3.4193059,6.4618269,GT Bank,Permanent,Unknow,31
8a858ea55ac1546c015ac2b3547711f0,301836554,1,10000,11500,15,36:06.0,No_referee,3/12/2017 14:25,3/12/2017 15:26,3/29/2017 0:00,3/29/2017 8:20,Savings,3.3510107,6.6060908,Access Bank,Retired,Unknow,33
8a858ea55ac1546c015ac2b3547711f0,301940007,4,10000,11125,15,16:19.0,No_referee,6/15/2017 15:59,6/15/2017 17:00,6/30/2017 0:00,7/1/2017 8:06,Savings,3.3510107,6.6060908,Access Bank,Retired,Unknow,33
8a858ea55ac1546c015ac2b3547711f0,301915448,3,10000,11500,15,35:22.0,No_referee,5/22/2017 12:30,5/22/2017 13:30,6/6/2017 0:00,6/6/2017 9:25,Savings,3.3510107,6.6060908,Access Bank,Retired,Unknow,33
8a858ea55ac1546c015ac2b3547711f0,301871105,2,10000,11500,15,15:47.0,No_referee,4/17/2017 12:26,4/17/2017 13:26,5/2/2017 0:00,4/28/2017 18:00,Savings,3.3510107,6.6060908,Access Bank,Retired,Unknow,33
8a858887545183ca015458c977db7bd2,301615484,1,8000,10400,30,03:26.0,No_referee,4/29/2016 11:35,4/29/2016 12:35,5/30/2016 0:00,6/1/2016 1:31,Other,-97.8838954,39.0950713,GT Bank,Permanent,Unknow,34
8a858887545183ca015458c977db7bd2,301635802,2,10000,13000,30,24:03.0,No_referee,6/21/2016 8:26,6/21/2016 9:26,7/21/2016 0:00,8/6/2016 13:08,Other,-97.8838954,39.0950713,GT Bank,Permanent,Unknow,34
8a858970548359cc0154856f47c73b81,301628609,3,10000,13000,30,24:55.0,No_referee,6/6/2016 9:11,6/6/2016 10:11,7/6/2016 0:00,6/29/2016 13:09,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301828120,12,30000,36800,60,21:11.0,No_referee,2/28/2017 12:04,2/28/2017 13:04,3/30/2017 0:00,4/29/2017 8:01,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301730909,7,30000,34500,30,40:50.0,No_referee,9/28/2016 12:43,9/28/2016 13:43,10/28/2016 0:00,10/23/2016 17:25,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301767823,9,20000,23800,30,42:06.0,No_referee,12/1/2016 12:04,12/1/2016 13:05,1/2/2017 0:00,1/4/2017 18:26,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301748648,8,30000,34500,30,15:54.0,No_referee,10/23/2016 16:51,10/23/2016 17:51,11/22/2016 0:00,11/30/2016 19:00,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301787202,10,20000,23800,30,06:26.0,No_referee,1/4/2017 17:45,1/4/2017 18:45,2/3/2017 0:00,1/30/2017 7:51,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301617665,1,10000,13000,30,02:02.0,No_referee,5/6/2016 9:46,5/6/2016 11:45,6/6/2016 0:00,6/3/2016 13:23,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
8a858970548359cc0154856f47c73b81,301640258,4,10000,13000,30,54:07.0,No_referee,6/29/2016 12:57,6/29/2016 13:58,7/29/2016 0:00,7/27/2016 8:39,Savings,3.3219088,7.1191623,GT Bank,Permanent,Graduate,29
