customerid,systemloanid,loannumber,loanamount,totaldue,termdays,closeddate,referredby,Convert_creationdate,Convert_approved_date,Convert_firstduedate,Convert_firstrepaiddate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age,Status
8a858fcf5b39c3ba015b39e4d0742417,301924326,2,10000,13000,30,20:18.0,No_referee,6/1/2017 19:35,6/1/2017 20:35,7/3/2017 0:00,6/23/2017 23:10,Savings,8.7962242,6.6599293,Access Bank,Permanent,Unknow,33,0
8a858fed5a3d7bb7015a3e2536153564,301927955,3,10000,13000,30,35:03.0,No_referee,6/5/2017 16:17,6/5/2017 17:17,7/5/2017 0:00,6/30/2017 9:24,Savings,7.4501583,9.0678883,Zenith Bank,Permanent,Unknow,32,0
8a858fed5a3d7bb7015a3e2536153564,301874189,1,10000,11500,15,06:28.0,No_referee,4/20/2017 7:42,4/20/2017 8:42,5/5/2017 0:00,5/2/2017 15:51,Savings,7.4501583,9.0678883,Zenith Bank,Permanent,Unknow,32,0
8a858fed5a3d7bb7015a3e2536153564,301890879,2,10000,13000,30,03:27.0,No_referee,5/5/2017 9:53,5/5/2017 10:54,6/5/2017 0:00,5/26/2017 17:53,Savings,7.4501583,9.0678883,Zenith Bank,Permanent,Unknow,32,0
8a858f61587afbaf015882859cca4b5f,301763209,1,10000,13000,30,57:38.0,No_referee,11/22/2016 17:36,11/22/2016 18:36,12/22/2016 0:00,12/2/2016 7:42,Savings,3.310545,6.6723217,Skye Bank,Permanent,Unknow,27,0
8a858f61587afbaf015882859cca4b5f,301768175,2,10000,13000,30,36:41.0,No_referee,12/2/2016 8:05,12/2/2016 9:05,1/2/2017 0:00,12/30/2016 14:21,Savings,3.310545,6.6723217,Skye Bank,Permanent,Unknow,27,0
8a858fb85c3b2e0c015c3e568ed50066,301917805,1,10000,13000,30,38:25.0,No_referee,5/25/2017 7:32,5/25/2017 8:33,6/26/2017 0:00,6/23/2017 9:28,Savings,3.5232499,6.6304903,GT Bank,Unknown,Unknow,39,0
8a858fb85c3b2e0c015c3e568ed50066,301949110,2,10000,13000,30,50:08.0,No_referee,6/23/2017 12:05,6/23/2017 13:06,7/24/2017 0:00,7/24/2017 12:39,Savings,3.5232499,6.6304903,GT Bank,Unknown,Unknow,39,1
8a858e6f5cd5e874015cead5d36b257a,301954588,1,10000,13000,30,56:57.0,No_referee,6/28/2017 11:04,6/28/2017 12:05,7/28/2017 0:00,7/28/2017 13:46,Savings,3.4845443,6.5548277,Access Bank,Unknown,Unknow,40,1
8a858e345bd96da8015bdcde39b37570,301892338,1,10000,13000,30,38:22.0,No_referee,5/6/2017 9:17,5/6/2017 10:17,6/5/2017 0:00,6/5/2017 17:28,Savings,5.6301086,6.3376363,GT Bank,Unknown,Unknow,36,1
8a858e345bd96da8015bdcde39b37570,301928265,2,10000,13000,30,43:37.0,No_referee,6/5/2017 22:16,6/5/2017 23:16,7/5/2017 0:00,7/5/2017 4:51,Savings,5.6301086,6.3376363,GT Bank,Unknown,Unknow,36,1
8a858e51584a1fc701584a2d9653035b,301914337,1,10000,11500,15,59:54.0,No_referee,5/20/2017 16:12,5/20/2017 17:13,6/5/2017 0:00,6/2/2017 16:49,Savings,3.5837272,6.5892969,UBA,Permanent,Secondary,39,0
8a858ed55c63db54015c753ba4d83da3,301928940,1,10000,11500,15,31:24.0,No_referee,6/6/2017 13:48,6/6/2017 14:49,6/21/2017 0:00,6/27/2017 21:21,Savings,7.4215817,9.0371033,GT Bank,Permanent,Unknow,35,1
8a858f1e5cef1d91015ceff83cb8577f,301955319,1,10000,13000,30,52:20.0,No_referee,6/28/2017 19:00,6/28/2017 20:02,7/28/2017 0:00,7/25/2017 17:42,Savings,3.361269,6.6168343,GT Bank,Permanent,Unknow,39,0
8a858fdc57b91cfc0157d2d576b01016,301931046,2,30000,39000,60,44:45.0,No_referee,6/8/2017 8:45,6/8/2017 9:46,7/10/2017 0:00,7/10/2017 15:46,Savings,3.3027339,6.6511226,GT Bank,Student,Graduate,27,1
8a858e875c63d395015c69cfb3733438,301925341,1,10000,13000,30,43:38.0,8a858f265c2187bd015c254c6c395bef,6/2/2017 17:54,6/2/2017 18:54,7/3/2017 0:00,7/4/2017 21:33,Savings,4.7253357,7.6454715,GT Bank,Permanent,Unknow,27,1
8a858ed158f3044d015906884426348c,301804513,1,10000,11500,15,20:41.0,No_referee,1/27/2017 19:24,1/27/2017 20:24,2/13/2017 0:00,2/13/2017 0:00,Savings,3.373377,6.6085236,GT Bank,Permanent,Unknow,36,1
8a858ee0564adc5001564f944be67238,301944589,1,10000,13000,30,24:49.0,No_referee,6/20/2017 9:35,6/20/2017 10:36,7/20/2017 0:00,7/11/2017 9:14,Other,3.6019685,6.6644824,Skye Bank,Permanent,Unknow,39,0
8a858f99560bbe4501561ee41ef71de5,301660264,1,10000,11500,15,40:05.0,No_referee,7/25/2016 10:45,7/25/2016 11:45,8/9/2016 0:00,8/6/2016 7:25,Other,7.3956748,9.0628923,EcoBank,Self-Employed,Unknow,40,0
8a858f99560bbe4501561ee41ef71de5,301953563,2,10000,13000,30,02:21.0,No_referee,6/27/2017 14:05,6/27/2017 15:06,7/27/2017 0:00,7/5/2017 16:52,Other,7.3956748,9.0628923,EcoBank,Self-Employed,Unknow,40,0
8a858fa25bd92c20015be4e23fd81404,301908124,1,10000,13000,30,28:51.0,No_referee,5/15/2017 16:07,5/15/2017 17:08,6/14/2017 0:00,6/14/2017 20:18,Savings,3.3330677,6.4948986,Zenith Bank,Unknown,Unknow,34,1
8a858fa25bd92c20015be4e23fd81404,301950484,2,10000,13000,30,29:08.0,No_referee,6/24/2017 13:20,6/24/2017 14:20,7/24/2017 0:00,7/24/2017 5:41,Savings,3.3330677,6.4948986,Zenith Bank,Unknown,Unknow,34,1
8a858fad5ccb633e015ccc48d4cb3ea8,301963743,1,10000,13000,30,59:52.0,8a858f2c59cb2d550159cbf3d0437cb5,7/4/2017 18:01,7/4/2017 19:02,8/3/2017 0:00,7/27/2017 9:49,Savings,3.3371601,6.6341039,GT Bank,Permanent,Unknow,32,0
8a858fc75cd62882015ce9fe176d7837,301953964,1,10000,13000,30,32:55.0,No_referee,6/27/2017 20:32,6/27/2017 21:33,7/27/2017 0:00,7/27/2017 13:22,Savings,3.2666303,6.5771961,GT Bank,Student,Unknow,30,1
8a858ece586263020158649c6f303ccf,301827396,3,10000,13000,30,04:24.0,No_referee,2/27/2017 13:45,2/27/2017 14:45,3/29/2017 0:00,3/27/2017 17:49,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,0
8a858ece586263020158649c6f303ccf,301794977,1,10000,13000,30,37:07.0,No_referee,1/17/2017 8:23,1/17/2017 9:24,2/16/2017 0:00,1/28/2017 20:21,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,0
8a858ece586263020158649c6f303ccf,301806771,2,10000,13000,30,12:28.0,No_referee,1/31/2017 5:48,1/31/2017 6:48,3/2/2017 0:00,2/24/2017 13:57,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,0
8a858ece586263020158649c6f303ccf,301883325,5,20000,23800,30,05:37.0,No_referee,4/28/2017 11:18,4/28/2017 12:18,5/30/2017 0:00,5/27/2017 18:55,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,0
8a858ece586263020158649c6f303ccf,301852025,4,10000,12900,30,18:59.0,No_referee,4/1/2017 19:23,4/1/2017 20:23,5/2/2017 0:00,4/27/2017 17:03,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,0
8a858ece586263020158649c6f303ccf,301920649,6,20000,24500,30,02:07.0,No_referee,5/29/2017 0:10,5/29/2017 1:11,6/28/2017 0:00,6/25/2017 12:51,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,0
8a858ece586263020158649c6f303ccf,301954102,7,25000,28750,30,13:27.0,No_referee,6/28/2017 2:15,6/28/2017 3:15,7/28/2017 0:00,7/28/2017 11:03,Other,3.4899724,6.5779495,GT Bank,Permanent,Unknow,40,1
8a858eda552adcc2015553a6385628e7,301927907,4,10000,13000,30,01:11.0,No_referee,6/5/2017 15:40,6/5/2017 16:40,7/5/2017 0:00,7/4/2017 15:51,Savings,3.3844048,6.5358295,Fidelity Bank,Permanent,Unknow,32,0
8a858eda552adcc2015553a6385628e7,301633421,1,10000,13000,30,11:32.0,No_referee,6/16/2016 11:59,6/16/2016 12:59,7/18/2016 0:00,6/30/2016 15:56,Savings,3.3844048,6.5358295,Fidelity Bank,Permanent,Unknow,32,0
8a858eda552adcc2015553a6385628e7,301642078,2,10000,13000,30,29:10.0,No_referee,7/1/2016 16:43,7/1/2016 17:43,8/1/2016 0:00,8/4/2016 0:00,Savings,3.3844048,6.5358295,Fidelity Bank,Permanent,Unknow,32,1
8a858eda552adcc2015553a6385628e7,301911597,3,10000,13000,30,57:34.0,No_referee,5/17/2017 14:14,5/17/2017 15:14,6/16/2017 0:00,6/5/2017 12:47,Savings,3.3844048,6.5358295,Fidelity Bank,Permanent,Unknow,32,0
8a858ee45b39aa80015b3ae1004602fa,301910947,1,10000,13000,30,49:32.0,No_referee,5/17/2017 8:50,5/17/2017 9:51,6/16/2017 0:00,6/13/2017 8:39,Savings,3.3929224,6.5179593,UBA,Permanent,Unknow,40,0
8a858ee45b39aa80015b3ae1004602fa,301947406,3,10000,13000,30,11:02.0,No_referee,6/22/2017 8:23,6/22/2017 9:23,7/24/2017 0:00,7/7/2017 10:00,Savings,3.3929224,6.5179593,UBA,Permanent,Unknow,40,0
8a858ee45b39aa80015b3ae1004602fa,301936883,2,10000,13000,30,02:03.0,No_referee,6/13/2017 7:53,6/13/2017 8:53,7/13/2017 0:00,6/22/2017 7:51,Savings,3.3929224,6.5179593,UBA,Permanent,Unknow,40,0
8a858f065b1fe50a015b20c201f574d1,301916261,3,10000,13000,30,05:38.0,No_referee,5/23/2017 11:16,5/23/2017 12:16,6/22/2017 0:00,6/17/2017 21:55,Savings,3.4672483,6.4374075,GT Bank,Permanent,Unknow,38,0
8a858f065b1fe50a015b20c201f574d1,301885221,2,10000,13000,30,54:46.0,No_referee,4/30/2017 15:06,4/30/2017 16:06,5/30/2017 0:00,5/18/2017 12:39,Savings,3.4672483,6.4374075,GT Bank,Permanent,Unknow,38,0
8a858f065b1fe50a015b20c201f574d1,301943429,4,15000,18375,30,40:18.0,No_referee,6/19/2017 10:04,6/19/2017 11:04,7/19/2017 0:00,7/17/2017 6:30,Savings,3.4672483,6.4374075,GT Bank,Permanent,Unknow,38,0
8a858f065b1fe50a015b20c201f574d1,301852880,1,10000,13000,30,35:03.0,No_referee,4/3/2017 7:22,4/3/2017 8:22,5/3/2017 0:00,4/29/2017 6:19,Savings,3.4672483,6.4374075,GT Bank,Permanent,Unknow,38,0
8a858f0a56d3ed1f0156d5959f9e31fd,301920210,1,10000,13000,30,57:21.0,No_referee,5/28/2017 10:34,5/28/2017 11:34,6/29/2017 0:00,6/23/2017 18:47,Other,3.3945148,6.5435399,First Bank,Self-Employed,Unknow,37,0
8a858f0a56d3ed1f0156d5959f9e31fd,301950117,2,10000,13000,30,04:10.0,No_referee,6/24/2017 8:04,6/24/2017 9:05,7/24/2017 0:00,7/20/2017 10:54,Other,3.3945148,6.5435399,First Bank,Self-Employed,Unknow,37,0
8a858f13556665aa01556efd1d087572,301637683,1,10000,11500,15,51:27.0,No_referee,6/24/2016 5:52,6/24/2016 6:52,7/11/2016 0:00,8/20/2016 17:36,Other,3.3737379,6.6094642,GT Bank,Permanent,Unknow,42,1
8a858f13556665aa01556efd1d087572,301895716,4,10000,13000,30,17:14.0,No_referee,5/8/2017 14:34,5/8/2017 15:34,6/7/2017 0:00,6/7/2017 0:53,Other,3.3737379,6.6094642,GT Bank,Permanent,Unknow,42,1
8a858f13556665aa01556efd1d087572,301931735,5,20000,24500,30,57:34.0,No_referee,6/8/2017 16:39,6/8/2017 17:40,7/10/2017 0:00,7/9/2017 21:47,Other,3.3737379,6.6094642,GT Bank,Permanent,Unknow,42,0
8a858f13556665aa01556efd1d087572,301698831,2,10000,13000,30,34:43.0,No_referee,8/29/2016 10:08,8/29/2016 11:08,9/28/2016 0:00,9/26/2016 8:19,Other,3.3737379,6.6094642,GT Bank,Permanent,Unknow,42,0
8a858f13556665aa01556efd1d087572,301756697,3,10000,13000,30,44:05.0,No_referee,11/9/2016 13:10,11/9/2016 14:11,12/9/2016 0:00,12/9/2016 0:15,Other,3.3737379,6.6094642,GT Bank,Permanent,Unknow,42,1
8a858f665c45930d015c5427f2e26489,301937229,1,10000,11500,15,03:46.0,No_referee,6/13/2017 12:39,6/13/2017 13:40,6/28/2017 0:00,6/28/2017 19:53,Savings,3.3662272,6.536878,GT Bank,Unknown,Unknow,33,1
8a858f665c45930d015c5427f2e26489,301955432,2,10000,11500,15,03:29.0,No_referee,6/28/2017 20:50,6/28/2017 21:50,7/13/2017 0:00,7/12/2017 17:53,Savings,3.3662272,6.536878,GT Bank,Unknown,Unknow,33,0
8a858f725b49c0c0015b53c3efcd2b7b,301914987,2,10000,11500,15,03:46.0,No_referee,5/21/2017 20:15,5/21/2017 21:15,6/5/2017 0:00,6/4/2017 15:53,Savings,3.3399935,6.6350853,GT Bank,Permanent,Unknow,30,0
8a858f725b49c0c0015b53c3efcd2b7b,301926967,3,10000,13000,30,59:42.0,No_referee,6/4/2017 16:25,6/4/2017 17:25,7/4/2017 0:00,7/4/2017 4:53,Savings,3.3399935,6.6350853,GT Bank,Permanent,Unknow,30,1
8a858f725b49c0c0015b53c3efcd2b7b,301861557,1,10000,13000,30,30:38.0,No_referee,4/9/2017 17:39,4/9/2017 18:40,5/9/2017 0:00,5/8/2017 12:15,Savings,3.3399935,6.6350853,GT Bank,Permanent,Unknow,30,0
8a858f98560bbe11015611ef84820b47,301814339,1,10000,13000,30,39:08.0,No_referee,2/10/2017 13:43,2/10/2017 14:43,3/13/2017 0:00,3/7/2017 10:23,Savings,3.361665,6.5318747,GT Bank,Self-Employed,Graduate,38,0
8a858f98560bbe11015611ef84820b47,301882030,4,10000,13000,30,45:06.0,No_referee,4/27/2017 9:01,4/27/2017 10:01,5/30/2017 0:00,5/26/2017 8:34,Savings,3.361665,6.5318747,GT Bank,Self-Employed,Graduate,38,0
8a858f98560bbe11015611ef84820b47,301922609,5,20000,24500,30,50:00.0,No_referee,5/31/2017 7:32,5/31/2017 8:33,6/30/2017 0:00,6/30/2017 9:39,Savings,3.361665,6.5318747,GT Bank,Self-Employed,Graduate,38,1
8a858f98560bbe11015611ef84820b47,301864686,3,10000,13000,30,59:32.0,No_referee,4/11/2017 14:50,4/11/2017 15:50,5/11/2017 0:00,4/27/2017 9:44,Savings,3.361665,6.5318747,GT Bank,Self-Employed,Graduate,38,0
8a858f98560bbe11015611ef84820b47,301838044,2,10000,13000,30,49:15.0,No_referee,3/14/2017 12:57,3/14/2017 13:57,4/13/2017 0:00,4/11/2017 15:34,Savings,3.361665,6.5318747,GT Bank,Self-Employed,Graduate,38,0
8a858f9c56aaf37d0156b6ec1be309d6,301836327,7,15000,18200,30,35:14.0,No_referee,3/12/2017 5:57,3/12/2017 6:58,4/11/2017 0:00,4/4/2017 9:20,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,0
8a858f9c56aaf37d0156b6ec1be309d6,301719935,2,10000,11500,30,25:23.0,No_referee,9/18/2016 21:06,9/18/2016 22:06,10/18/2016 0:00,10/2/2016 15:10,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,0
8a858f9c56aaf37d0156b6ec1be309d6,301693870,1,10000,11500,15,39:05.0,No_referee,8/24/2016 20:02,8/24/2016 21:03,9/8/2016 0:00,9/1/2016 11:24,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,0
8a858f9c56aaf37d0156b6ec1be309d6,301744418,3,15000,16687.5,15,56:38.0,No_referee,10/15/2016 6:10,10/15/2016 7:10,10/31/2016 0:00,11/4/2016 19:41,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,1
8a858f9c56aaf37d0156b6ec1be309d6,301770397,5,20000,23800,30,03:03.0,No_referee,12/7/2016 8:30,12/7/2016 9:30,1/6/2017 0:00,12/27/2016 13:47,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,0
8a858f9c56aaf37d0156b6ec1be309d6,301854437,8,25000,29000,30,49:07.0,No_referee,4/4/2017 11:24,4/4/2017 12:24,5/4/2017 0:00,5/3/2017 13:33,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,0
8a858f9c56aaf37d0156b6ec1be309d6,301761716,4,20000,21900,15,20:42.0,No_referee,11/19/2016 15:03,11/19/2016 16:03,12/5/2016 0:00,11/30/2016 19:05,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,0
8a858f9c56aaf37d0156b6ec1be309d6,301785243,6,30000,36800,60,52:26.0,No_referee,1/1/2017 11:33,1/1/2017 12:33,1/31/2017 0:00,2/1/2017 8:41,Other,3.281915,6.443955,UBA,Permanent,Unknow,32,1
8a858fab5cd5e1a7015ce02279e639a8,301951683,1,10000,13000,30,29:42.0,8a858f265c2187bd015c2686b0ad1782,6/25/2017 19:18,6/25/2017 20:19,7/26/2017 0:00,7/24/2017 14:19,Savings,3.3362157,7.1369042,Access Bank,Permanent,Unknow,34,0
8a858fb15632196901564fd5a8be745b,301668402,1,10000,13000,30,08:34.0,No_referee,8/3/2016 10:16,8/3/2016 11:17,9/2/2016 0:00,8/31/2016 11:53,Savings,6.6479015,7.5610579,First Bank,Permanent,Graduate,29,0
8a858fb15632196901564fd5a8be745b,301704844,2,10000,13000,30,06:59.0,No_referee,9/4/2016 9:40,9/4/2016 10:40,10/4/2016 0:00,10/4/2016 15:51,Savings,6.6479015,7.5610579,First Bank,Permanent,Graduate,29,1
8a858fb15632196901564fd5a8be745b,301859761,3,20000,23800,30,15:14.0,No_referee,4/7/2017 18:12,4/7/2017 19:13,5/9/2017 0:00,5/6/2017 6:00,Savings,6.6479015,7.5610579,First Bank,Permanent,Graduate,29,0
8a858fb15632196901564fd5a8be745b,301957275,6,30000,34500,30,39:25.0,No_referee,6/30/2017 8:07,6/30/2017 9:07,7/31/2017 0:00,7/28/2017 16:29,Savings,6.6479015,7.5610579,First Bank,Permanent,Graduate,29,0
8a858fb15632196901564fd5a8be745b,301924766,5,30000,34500,30,51:20.0,No_referee,6/2/2017 10:31,6/2/2017 11:31,7/3/2017 0:00,6/28/2017 12:41,Savings,6.6479015,7.5610579,First Bank,Permanent,Graduate,29,0
8a858fb15632196901564fd5a8be745b,301892124,4,25000,28750,30,29:51.0,No_referee,5/6/2017 5:31,5/6/2017 6:32,6/5/2017 0:00,6/1/2017 11:19,Savings,6.6479015,7.5610579,First Bank,Permanent,Graduate,29,0
8a858fcd56b9f22c0156c804c62f4d5d,301879765,4,10000,12900,30,31:18.0,No_referee,4/25/2017 9:50,4/25/2017 10:50,5/25/2017 0:00,5/14/2017 15:16,Other,4.7495167,7.6035633,First Bank,Self-Employed,Unknow,27,0
8a858fcd56b9f22c0156c804c62f4d5d,301912512,5,15000,18375,30,09:50.0,No_referee,5/18/2017 10:14,5/18/2017 11:15,6/19/2017 0:00,6/8/2017 20:59,Other,4.7495167,7.6035633,First Bank,Self-Employed,Unknow,27,0
8a858fcd56b9f22c0156c804c62f4d5d,301848092,3,10000,12900,30,23:19.0,No_referee,3/28/2017 8:44,3/28/2017 9:44,4/27/2017 0:00,4/25/2017 8:08,Other,4.7495167,7.6035633,First Bank,Self-Employed,Unknow,27,0
8a858fcd56b9f22c0156c804c62f4d5d,301932211,6,30000,34500,30,31:46.0,No_referee,6/9/2017 5:42,6/9/2017 6:43,7/10/2017 0:00,7/9/2017 20:21,Other,4.7495167,7.6035633,First Bank,Self-Employed,Unknow,27,0
8a858fcd56b9f22c0156c804c62f4d5d,301696883,1,10000,13000,30,25:33.0,No_referee,8/26/2016 18:10,8/26/2016 19:10,9/26/2016 0:00,9/21/2016 12:10,Other,4.7495167,7.6035633,First Bank,Self-Employed,Unknow,27,0
8a858fcd56b9f22c0156c804c62f4d5d,301827675,2,10000,13000,30,41:45.0,No_referee,2/27/2017 20:12,2/27/2017 21:12,3/29/2017 0:00,3/27/2017 17:26,Other,4.7495167,7.6035633,First Bank,Self-Employed,Unknow,27,0
8a858ff25a13ebf6015a14d6527b7b05,301856866,6,20000,21900,15,42:53.0,No_referee,4/5/2017 17:41,4/5/2017 18:41,4/20/2017 0:00,4/20/2017 7:27,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,1
8a858ff25a13ebf6015a14d6527b7b05,301917377,8,30000,34500,30,32:36.0,No_referee,5/24/2017 15:01,5/24/2017 16:02,6/23/2017 0:00,6/20/2017 16:22,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301829332,3,10000,11500,15,09:38.0,No_referee,3/1/2017 19:19,3/1/2017 20:19,3/16/2017 0:00,3/14/2017 12:54,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301880071,7,30000,34400,30,52:40.0,No_referee,4/25/2017 14:06,4/25/2017 15:06,5/26/2017 0:00,5/24/2017 10:37,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301845209,5,20000,21900,15,35:10.0,No_referee,3/23/2017 18:45,3/23/2017 19:45,4/7/2017 0:00,4/5/2017 18:20,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301945377,9,30000,34500,30,29:27.0,No_referee,6/20/2017 17:24,6/20/2017 18:24,7/20/2017 0:00,7/19/2017 14:19,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301811352,1,10000,11500,15,51:06.0,No_referee,2/6/2017 19:31,2/6/2017 20:31,2/21/2017 0:00,2/19/2017 7:35,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301838122,4,20000,21900,15,29:28.0,No_referee,3/14/2017 14:06,3/14/2017 15:06,3/29/2017 0:00,3/23/2017 17:14,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858ff25a13ebf6015a14d6527b7b05,301821640,2,10000,11500,15,09:08.0,No_referee,2/19/2017 11:11,2/19/2017 12:11,3/6/2017 0:00,3/1/2017 19:53,Savings,3.3362157,6.6064394,Zenith Bank,Permanent,Unknow,44,0
8a858e105bd92644015bded94870560e,301896492,1,10000,13000,30,23:09.0,No_referee,5/8/2017 22:55,5/8/2017 23:55,6/8/2017 0:00,5/17/2017 16:07,Savings,7.41471,10.4229283,First Bank,Permanent,Unknow,33,0
8a858e105bd92644015bded94870560e,301947557,3,10000,13000,30,18:12.0,No_referee,6/22/2017 10:15,6/22/2017 11:16,7/24/2017 0:00,6/28/2017 14:16,Savings,7.41471,10.4229283,First Bank,Permanent,Unknow,33,0
8a858e105bd92644015bded94870560e,301929603,2,10000,13000,30,55:55.0,No_referee,6/7/2017 6:57,6/7/2017 7:57,7/7/2017 0:00,6/20/2017 15:45,Savings,7.41471,10.4229283,First Bank,Permanent,Unknow,33,0
8a858e955add2971015ae6ef9a655863,301841665,1,10000,11500,15,34:18.0,No_referee,3/19/2017 14:32,3/19/2017 15:32,4/3/2017 0:00,3/30/2017 6:19,Savings,4.5815557,7.4988059,Access Bank,Unknown,Unknow,35,0
8a858e955add2971015ae6ef9a655863,301921531,4,20000,24500,30,36:11.0,No_referee,5/30/2017 5:26,5/30/2017 6:26,6/29/2017 0:00,6/28/2017 17:26,Savings,4.5815557,7.4988059,Access Bank,Unknown,Unknow,35,0
8a858e955add2971015ae6ef9a655863,301885126,3,10000,13000,30,46:02.0,No_referee,4/30/2017 12:11,4/30/2017 13:11,5/30/2017 0:00,5/30/2017 5:00,Savings,4.5815557,7.4988059,Access Bank,Unknown,Unknow,35,1
8a858e955add2971015ae6ef9a655863,301955418,5,20000,24500,30,27:31.0,No_referee,6/28/2017 20:37,6/28/2017 21:38,7/28/2017 0:00,7/24/2017 17:17,Savings,4.5815557,7.4988059,Access Bank,Unknown,Unknow,35,0
8a858e955add2971015ae6ef9a655863,301849802,2,10000,13000,30,09:20.0,No_referee,3/30/2017 5:36,3/30/2017 6:36,5/2/2017 0:00,4/30/2017 12:54,Savings,4.5815557,7.4988059,Access Bank,Unknown,Unknow,35,0
8a858f255ca276c5015ca40df7f841ca,301944100,1,10000,13000,30,30:42.0,No_referee,6/19/2017 19:18,6/19/2017 20:19,7/20/2017 0:00,7/19/2017 14:20,Savings,3.8691837,7.3966381,First Bank,Permanent,Unknow,35,0
8a85881053bc33670153cc5a32432a14,301922933,13,40000,48000,60,10:31.0,No_referee,5/31/2017 13:05,5/31/2017 14:05,6/30/2017 0:00,6/14/2017 15:53,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301741868,7,10000,11500,30,40:06.0,No_referee,10/11/2016 16:25,10/11/2016 17:25,11/11/2016 0:00,11/4/2016 19:24,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301641560,4,10000,13000,30,35:11.0,No_referee,7/1/2016 7:14,7/1/2016 8:14,8/1/2016 0:00,8/1/2016 13:20,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,1
8a85881053bc33670153cc5a32432a14,301770909,9,20000,23600,30,32:59.0,No_referee,12/8/2016 10:20,12/8/2016 11:21,1/9/2017 0:00,1/9/2017 14:17,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,1
8a85881053bc33670153cc5a32432a14,301850127,12,40000,47600,60,47:44.0,No_referee,3/30/2017 13:26,3/30/2017 14:27,5/2/2017 0:00,5/11/2017 16:56,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,1
8a85881053bc33670153cc5a32432a14,301806669,11,30000,36800,60,20:22.0,No_referee,1/30/2017 21:45,1/30/2017 22:45,3/1/2017 0:00,2/28/2017 1:54,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301617105,2,10000,13000,30,02:48.0,No_referee,5/4/2016 22:02,5/5/2016 14:39,6/3/2016 0:00,5/29/2016 10:15,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301626348,3,10000,13000,30,48:31.0,No_referee,5/31/2016 6:59,5/31/2016 7:59,6/30/2016 0:00,6/30/2016 16:33,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,1
8a85881053bc33670153cc5a32432a14,301790148,10,20000,23600,30,31:27.0,No_referee,1/9/2017 14:35,1/9/2017 15:35,2/8/2017 0:00,1/30/2017 22:16,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301756739,8,30000,34500,30,55:31.0,No_referee,11/9/2016 14:14,11/9/2016 15:14,12/13/2016 0:00,12/8/2016 10:40,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301672007,5,15000,18375,30,14:05.0,No_referee,8/6/2016 12:50,8/6/2016 13:50,9/5/2016 0:00,9/1/2016 8:59,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
8a85881053bc33670153cc5a32432a14,301702703,6,20000,23000,30,22:14.0,No_referee,9/1/2016 23:03,9/2/2016 0:04,10/3/2016 0:00,9/30/2016 10:07,Other,3.9517083,7.390485,GT Bank,Permanent,Unknow,39,0
